appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories,positive_ratio,ratings,owners_average,MutualPlayerCount
1410640,Syberia: The World Before,Microids Studio Paris,Microids,,3199,329,"200,000 .. 500,000",250,0,376,0,54,Adventure,USD,39.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.9067460317460317,0.7924944109767568,350000.0,46
1449280,Ghostbusters: The Video Game Remastered,Saber Interactive,"Mad Dog Games, LLC",,1436,155,"200,000 .. 500,000",433,0,866,0,28,Action,USD,24.99,"Single-player, Steam Achievements, Full controller support, Family Sharing",0.9025769956002514,0.7851424321918762,350000.0,14
1400520,Nomads of Driftland,Star Drifters,Star Drifters,,97,31,"20,000 .. 50,000",28,0,52,0,2,"Free to Play, Indie, Simulation, Strategy",,0.0,"Single-player, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor",0.7578125,0.7786992262630089,35000.0,4
264120,Victory: The Age of Racing,Vae Victis Games,Vae Victis Games,,667,652,"200,000 .. 500,000",59,0,39,0,4,"Free to Play, Indie, Racing, Simulation, Sports",,0.0,"Single-player, Multi-player, Steam Trading Cards, Partial Controller Support, Stats",0.5056861258529188,0.7670685281733461,350000.0,18
1401610,Leons Identität,btf,btf,,84,40,"20,000 .. 50,000",45,0,45,0,0,"Adventure, Free to Play",,0.0,Single-player,0.6774193548387096,0.7783645506543171,35000.0,5
1403370,Zenith: The Last City,Ramen VR,Ramen VR,,3095,1142,"500,000 .. 1,000,000",194,0,200,0,11,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free to Play, Early Access",,0.0,"Multi-player, MMO, Co-op, Online Co-op, Tracked Controller Support, VR Only",0.7304696719376917,0.772705850422741,750000.0,12
1427890,Blaston,Resolution Games,Resolution Games,,501,43,"20,000 .. 50,000",12,0,12,0,3,"Action, Indie, Strategy",,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Tracked Controller Support, VR Only",0.9209558823529411,0.7813717903765787,35000.0,4
541660,Disney Infinity 2.0: Gold Edition,"Avalanche Software, Heavy Iron Studios",Disney,,338,33,"0 .. 20,000",557,0,624,0,4,"Action, Adventure",USD,29.99,"Single-player, Partial Controller Support, Steam Cloud, Family Sharing",0.9110512129380054,0.780437631489159,10000.0,2
687490,Trivia Vault: Super Heroes Trivia,Ripknot Systems,Ripknot Systems,,67,58,"20,000 .. 50,000",0,0,0,0,1,"Casual, Indie, Simulation, Strategy",USD,9.99,"Single-player, Steam Achievements, Family Sharing",0.536,0.7777626628141576,35000.0,11
710110,Trivia Vault: Mini Mixed Trivia 3,Ripknot Systems,Ripknot Systems,,54,48,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie, Simulation, Strategy",USD,9.99,"Single-player, Steam Achievements, Family Sharing",0.5294117647058824,0.7779282937090032,10000.0,13
714610,Google Spotlight Stories: Rain or Shine,Google Inc.,Google Inc.,,56,6,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Free to Play",,0.0,"Single-player, VR Only",0.9032258064516129,0.7790518730897548,35000.0,4
750350,Google Spotlight Stories: Piggy,Google Inc.,Google Inc.,,38,4,"0 .. 20,000",0,0,0,0,0,"Adventure, Free to Play",,0.0,"Single-player, VR Only",0.9047619047619048,0.7789697481663521,10000.0,3
752910,Cookies vs. Claus,"Joshua Williams, Evil Tortilla Games Incorporated",Evil Tortilla Games,,235,52,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie, Early Access",USD,2.99,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Partial Controller Support, Family Sharing",0.818815331010453,0.7791769023753811,10000.0,3
772080,Mind Portal,Daniil Titner,Daniil Titner,,17,15,"0 .. 20,000",0,0,0,0,0,"Adventure, Casual, Indie",USD,0.99,"Single-player, Steam Achievements, Family Sharing",0.53125,0.778521099823349,10000.0,1
781440,"OH MY GOD, LOOK AT THIS KNIGHT",Foxoft,AZAMATIKA,,1869,81,"100,000 .. 200,000",17,0,32,0,1,"Action, Adventure, Free to Play, Indie",,0.0,"Single-player, Steam Achievements, Full controller support",0.9584615384615385,0.7899613416034177,150000.0,7
789540,The Adventures of Nick & Willikins,"Pinhead Games, AAlgar Productions",Pinhead Games,,124,11,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Casual, Free to Play, Indie",,0.0,Single-player,0.9185185185185185,0.7794285259077247,35000.0,5
798650,Squeakers,Boar-in-games,Ordinary Pine Studio,,54,3,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Indie",USD,0.49,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",0.9473684210526315,0.7791161852910558,35000.0,3
492630,Bear With Me - Episode One,Exordium Games,Exordium Games,,835,117,"100,000 .. 200,000",0,0,0,0,1,"Adventure, Indie",,0.0,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.8771008403361344,0.7818723823277101,150000.0,14
810660,The Office Quest,11Sheep,11Sheep,,682,49,"50,000 .. 100,000",93,0,93,0,14,"Adventure, Indie",USD,8.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.93296853625171,0.782529030848931,75000.0,6
822240,Animal Jam,"WildWorks, Inc.","WildWorks, Inc.",,2327,1369,"500,000 .. 1,000,000",105,0,105,0,193,"Adventure, Free to Play, Massively Multiplayer, Simulation, Early Access",,0.0,"Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases",0.6295995670995671,0.7621356241868557,750000.0,8
832080,Google Spotlight Stories: Back to the Moon,Google Inc.,Google Inc.,,45,1,"20,000 .. 50,000",1,0,1,0,0,"Adventure, Free to Play",,0.0,"Single-player, VR Only",0.9782608695652174,0.7791015980079863,35000.0,4
851520,Trivia Vault: TV Trivia,Ripknot Systems,Ripknot Systems,,43,41,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Simulation, Strategy",USD,9.99,"Single-player, Steam Achievements, Family Sharing",0.5119047619047619,0.7780300919547448,10000.0,8
860340,Trivia Vault: Toy Trivia,Ripknot Systems,Ripknot Systems,,41,42,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Simulation",USD,9.99,"Single-player, Steam Achievements, Family Sharing",0.4939759036144578,0.7779886631654462,10000.0,7
871550,Chicken Rider,Red Dev Studio S.A.,Ultimate Games S.A.,,42,19,"0 .. 20,000",1,0,1,0,0,"Action, Casual, Free to Play, Indie, Racing",,0.0,"Single-player, In-App Purchases",0.6885245901639344,0.778603304994422,10000.0,4
881040,Bug Academy,Igrek Games,"Gaming Factory, Ultimate Games S.A.",,250,11,"0 .. 20,000",0,0,0,0,1,"Action, Casual, Indie",USD,9.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",0.9578544061302682,0.7803651139839769,10000.0,3
914320,Swarm Simulator: Evolution,Scary Bee LLC,Scary Bee LLC,,400,115,"50,000 .. 100,000",185,0,310,0,28,"Casual, Free to Play, Indie, RPG, Simulation",,0.0,"Single-player, In-App Purchases",0.7766990291262136,0.7787541386374918,75000.0,6
949000,Marble Combat,Phantom8 Studio,Alternative Software Ltd,,121,35,"50,000 .. 100,000",1,0,1,0,0,"Action, Casual, Free to Play, Indie, Early Access",,0.0,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases",0.7756410256410257,0.778773508320538,75000.0,5
787980,4D Minesweeper,Julian Schlüntz,Julian Schlüntz,,384,32,"20,000 .. 50,000",17,0,17,0,8,"Casual, Indie",,0.0,"Single-player, Steam Cloud",0.9230769230769231,0.7808023915167255,35000.0,4
979060,Bloons Adventure Time TD,Ninja Kiwi,Ninja Kiwi,,3250,488,"200,000 .. 500,000",978,0,1453,0,94,"Action, Strategy",,0.0,"Single-player, Steam Achievements, In-App Purchases",0.8694489031567684,0.7890126163273108,350000.0,25
1048370,Idle Skilling,,,,0,0,"0 .. 20,000",3121,0,3752,0,0,,,0.0,"Single-player, In-App Purchases, Steam Cloud",,0.7787901224971441,10000.0,16
1067850,Kindergarten 2,"Con Man Games, SmashGames",SmashGames,,3941,81,"100,000 .. 200,000",543,0,590,0,41,"Adventure, Indie",USD,14.99,"Single-player, Steam Achievements, Full controller support, Family Sharing",0.9798607657881651,0.8029777732575045,150000.0,9
1149560,DEATHVERSE: LET IT DIE,,,,0,0,"0 .. 20,000",0,0,0,0,0,,,0.0,"Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases, Partial Controller Support, Family Sharing",,0.7787901224971441,10000.0,9
1201400,Not For Broadcast: Prologue,NotGames,tinyBuild,,703,57,"100,000 .. 200,000",53,0,77,0,1,"Indie, Simulation",,0.0,Single-player,0.925,0.7824729091374438,150000.0,4
1292910,Accident: The Pilot,"Duality Games, Glob Games Studio","Duality Games, PlayWay S.A.",,530,237,"100,000 .. 200,000",54,0,68,0,2,"Indie, Simulation",,0.0,Single-player,0.6910039113428944,0.776559083410383,150000.0,6
1305720,Delores: A Thimbleweed Park Mini-Adventure,Terrible Toybox,Terrible Toybox,,511,67,"100,000 .. 200,000",6,0,1,0,1,"Adventure, Indie",,0.0,"Single-player, Steam Cloud",0.884083044982699,0.7808193972245014,150000.0,6
1383550,Soul Dossier ,（Hong Kong）GKD Game Studio,鸽屋咕游戏,,832,583,"200,000 .. 500,000",272,0,286,0,0,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Strategy, Early Access",,0.0,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",0.5879858657243816,0.7700321456167598,350000.0,3
1390480,Never BreakUp Beta,ISVR,ISVR,,132,54,"50,000 .. 100,000",0,0,0,0,0,"Action, Adventure, Casual, Free to Play, Indie",,0.0,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",0.7096774193548387,0.7783558137030158,75000.0,3
1390700,The Crackpet Show,Vixa Games,"Ravenage Games, Ripples Asia Venture",,578,67,"0 .. 20,000",0,0,0,0,8,"Action, Adventure, Indie",USD,8.49,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",0.896124031007752,0.7813079613834458,10000.0,4
1460800,Super Dungeon Maker - Fink's Awakening,,,,0,0,"0 .. 20,000",0,0,0,0,0,,,0.0,"Single-player, Partial Controller Support, Includes level editor, Family Sharing",,0.7787901224971441,10000.0,5
1484550,Bossa Presents,,,,0,0,"0 .. 20,000",0,0,0,0,0,,,0.0,"Single-player, Multi-player, PvP, Online PvP, Family Sharing",,0.7787901224971441,10000.0,4
1437820,Heroes of the Three Kingdoms,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",,1055,88,"200,000 .. 500,000",1246,0,2216,0,107,"Action, RPG, Simulation, Strategy",USD,0.99,"Single-player, Family Sharing",0.9230096237970253,0.7841849604644419,350000.0,9
1661260,Animal Shelter: Prologue,,,,0,0,"0 .. 20,000",113,0,127,0,0,,,0.0,Single-player,,0.7787901224971441,10000.0,6
1702320,PIGGY: Hunt,Shaggy Doge,Shaggy Doge,,1106,425,"50,000 .. 100,000",0,0,0,0,3,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, Strategy, Early Access",,0.0,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",0.7224036577400392,0.7760002893311632,75000.0,5
449090,Zombie Parking,XPAGAME,XPAGAME,,71,27,"20,000 .. 50,000",45,0,45,0,0,"Action, Indie",USD,0.99,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",0.7244897959183674,0.7786098001947539,35000.0,16
477770,Ride 2,Milestone S.r.l.,Milestone S.r.l.,,2533,377,"200,000 .. 500,000",980,0,1092,0,17,"Racing, Simulation, Sports",USD,24.99,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",0.870446735395189,0.7870419389919745,350000.0,35
489380,QuiVr,Blueteak,"Alvios, Inc.",,452,53,"50,000 .. 100,000",0,0,0,0,0,"Action, Casual, Indie, Simulation",USD,19.99,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Only, SteamVR Collectibles, Family Sharing",0.8950495049504951,0.7807525409490683,75000.0,0
2346550,Rise of Eros,,,,0,0,"0 .. 20,000",39,0,40,0,0,,,0.0,"Multi-player, Cross-Platform Multiplayer, In-App Purchases",,0.7787901224971441,10000.0,9
963000,Frog Detective 1: The Haunted Island,"Grace Bruxner, Thomas Bowker","worm club, SUPERHOT PRESENTS",,3985,317,"100,000 .. 200,000",264,0,460,0,2,"Adventure, Casual, Indie",USD,4.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.9263133426313342,0.7976141207238632,150000.0,5
485380,Welcome to the Game,Reflect Studios,Reflect Studios,,1998,355,"100,000 .. 200,000",224,0,98,0,7,"Indie, Simulation",USD,4.99,"Single-player, Family Sharing",0.8491287717807054,0.7840003648895442,150000.0,6
2440510,Forza Motorsport,Turn 10,Xbox Game Studios,,2465,3626,"200,000 .. 500,000",1993,0,1993,0,553,Racing,USD,69.99,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.40469545230668197,0.7146105427515093,350000.0,16
619780,The Swords of Ditto: Mormo's Curse,onebitbeyond,Devolver Digital,,1404,836,"200,000 .. 500,000",307,0,420,0,4,"Action, Adventure, Indie, RPG",USD,14.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0.6267857142857143,0.7680330561360852,350000.0,10
1694600,THE HOUSE OF THE DEAD: Remake,MegaPixel Studio S. A.,Forever Entertainment S. A.,,1299,593,"100,000 .. 200,000",49,0,63,0,6,Action,USD,24.99,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",0.6865750528541226,0.7732168035525179,150000.0,8
1112400,Project Torque - Free 2 Play MMO Racing Game,"Invictus Games Ltd., JOGARA LTD",JOGARA LTD,,1306,482,"500,000 .. 1,000,000",27,0,25,0,28,"Free to Play, Massively Multiplayer, Racing",,0.0,"Single-player, Multi-player, MMO, PvP, Online PvP, In-App Purchases, Partial Controller Support",0.7304250559284117,0.7760184916850653,750000.0,4
502800,SENRAN KAGURA ESTIVAL VERSUS,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,4841,279,"200,000 .. 500,000",605,0,251,0,31,Action,USD,29.99,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.9455078125,0.8035085866823014,350000.0,26
448750,Infinity Saga,ArcticFox223,ArcticFox223,,20,9,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Casual, Indie, RPG, Strategy",USD,2.99,"Single-player, Steam Trading Cards, Family Sharing",0.6896551724137931,0.7787023247081467,35000.0,6
464940,Sketchfab VR,Sketchfab,Sketchfab,,40,17,"0 .. 20,000",5,0,10,0,0,Adventure,,0.0,"Single-player, Tracked Controller Support, VR Only",0.7017543859649122,0.7786411205929845,10000.0,4
485260,Talent Not Included,Frima Studio,Frima Originals,,35,5,"0 .. 20,000",0,0,0,0,0,"Action, Indie",USD,12.99,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0.875,0.7789207862049617,10000.0,9
783120,淑女同萌！,AKATSUKI-WORKS,HIKARI FIELD,,771,36,"20,000 .. 50,000",0,0,0,0,4,Adventure,USD,29.99,"Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.9553903345724907,0.7835061359400961,35000.0,14
882940,The Moment We Met,萌约游戏制作组,萌约游戏制作组,,153,97,"50,000 .. 100,000",1,0,1,0,0,"Adventure, RPG, Simulation",USD,1.99,"Single-player, Family Sharing",0.612,0.777384398391,75000.0,5
990050,Death end re;Quest,"Idea Factory, Compile Heart",Idea Factory International,,971,277,"50,000 .. 100,000",734,0,815,0,7,"Action, Adventure, RPG",USD,29.99,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.7780448717948718,0.7787597881023371,75000.0,26
1454890,Titanfall­,Respawn Entertainment,Electronic Arts,,744,1167,"100,000 .. 200,000",1,0,1,0,1,Action,,0.0,"Multi-player, PvP, Online PvP, Full controller support, Steam Trading Cards",0.3893249607535322,0.7550295632098507,150000.0,5
704190,Bitcoin Collector,Blender Games,Blender Games,,87,65,"0 .. 20,000",3,0,3,0,0,"Action, Adventure, Casual, Indie",USD,1.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.5723684210526315,0.7777288524625623,10000.0,14
715310,Urban Rivals,Acute Games,Acute Games,,359,202,"100,000 .. 200,000",4,0,4,0,18,"Action, Indie, Massively Multiplayer, RPG, Strategy, Free to Play",,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",0.6399286987522281,0.7761911328482682,150000.0,11
719640,War Planet Online: Global Conquest,Gameloft,Gameloft,,520,298,"200,000 .. 500,000",30,0,45,0,297,"Massively Multiplayer, Strategy, Free to Play",,0.0,"Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Steam Cloud",0.6356968215158925,0.7749182162763684,350000.0,12
726390,Scream Collector,PuzzleRoo,PuzzleRoo,,618,91,"100,000 .. 200,000",152,0,188,0,18,"Casual, Free to Play",,0.0,"Single-player, Steam Achievements, In-App Purchases",0.8716502115655853,0.7809758513296137,150000.0,15
727540,ReX,Ali Asfand,SA Industry,,88,16,"0 .. 20,000",252,0,252,0,0,"Action, Adventure, Casual, Indie",USD,13.99,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.8461538461538461,0.7790274740412291,10000.0,4
741450,Immortal Heroes,azimuth team,azimuth team,,34,71,"20,000 .. 50,000",1,0,1,0,0,"Adventure, Casual, Indie",USD,0.99,"Single-player, Steam Achievements, Family Sharing",0.3238095238095238,0.7771716694669375,35000.0,9
745710,SMACKHEAD,,Displacement Studios,,33,55,"0 .. 20,000",1,0,1,0,0,"Action, Casual, Indie, Simulation",USD,0.99,"Single-player, Steam Achievements, Family Sharing",0.375,0.7775856233966983,10000.0,3
749340,Chocolate makes you happy,Blender Games,Blender Games,,118,38,"0 .. 20,000",0,0,0,0,0,"Casual, Indie",USD,1.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.7564102564102564,0.7786720495814556,10000.0,8
758980,Poker Legends: Texas Hold'em Poker Tournaments,DYNAMICNEXT,DYNAMICNEXT,,495,150,"100,000 .. 200,000",52,0,102,0,28,"Casual, Free to Play, Indie, Massively Multiplayer, Simulation",,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Stats, Steam Leaderboards",0.7674418604651163,0.7785466029911557,150000.0,10
778410,Dead Ground,Shotx,Shotx,,66,44,"0 .. 20,000",1,0,1,0,0,"Action, Indie, RPG, Strategy",USD,0.69,"Single-player, Steam Achievements, Stats, Family Sharing",0.6,0.778123959399174,10000.0,9
779360,Instant Death,Tayfun Zeytun,My Way Games,,56,20,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie",USD,29.99,"Single-player, Steam Achievements, Family Sharing",0.7368421052631579,0.7786820115079859,10000.0,2
786670,Loot Box Simulator 20!8,"Nikita ""Ghost_RUS""",Ghost_RUS Games,,28,60,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Simulation",USD,0.49,"Single-player, Steam Achievements, Family Sharing",0.3181818181818182,0.7774161357220972,10000.0,6
793150,Moe! Ninja Girls,NTT Solmare,NTT Solmare,,222,74,"20,000 .. 50,000",338,0,338,0,7,"Free to Play, Simulation",,0.0,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases",0.75,0.7785032743754615,35000.0,5
797390,How To Cope With Boredom and Loneliness,Point Bleep Studios,Baffled Crab,,504,47,"50,000 .. 100,000",15,0,15,0,0,"Adventure, Free to Play, Indie",,0.0,"Single-player, Steam Achievements",0.9147005444646098,0.7812893704823549,75000.0,9
821670,Horse Farm,"Independent Arts Software, upjers",upjers,,153,122,"50,000 .. 100,000",0,0,0,0,11,"Casual, Free to Play, Simulation",,0.0,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases",0.5563636363636364,0.7767297626518016,75000.0,6
834180,#CuteSnake 2,Sunrise9,Sunrise9,,51,17,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Simulation",USD,0.99,"Single-player, Steam Achievements, Family Sharing",0.75,0.7787237153119225,10000.0,14
1019250,WWII TCG - World War 2: The Card Game,FrozenShard Games,FrozenShard Games,,260,110,"100,000 .. 200,000",0,0,0,0,0,"Free to Play, Simulation, Strategy",,0.0,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Remote Play Together, Family Sharing",0.7027027027027027,0.7778448632209684,150000.0,2
1028860,Star Chef: Cooking & Restaurant Game,99Games Online Pvt. Ltd.,99Games Online Pvt. Ltd.,,188,143,"50,000 .. 100,000",2111,0,3167,0,64,"Casual, Free to Play, Indie, Simulation",,0.0,"Single-player, Steam Achievements, In-App Purchases",0.56797583081571,0.7764440929063792,75000.0,4
1078730,Soccer Manager 2020,Soccer Manager Ltd,Soccer Manager Ltd,,1172,364,"200,000 .. 500,000",8,0,10,0,25,"Free to Play, Sports",,0.0,"Single-player, Steam Achievements, In-App Purchases",0.7630208333333334,0.778007483761481,350000.0,5
1137180,咔叽探险队 Kaki Raid,Kaki Studio,Feiyu Technology,,645,254,"100,000 .. 200,000",2871,0,3510,0,0,"Adventure, Casual, Free to Play, RPG, Strategy, Early Access",,0.0,"Single-player, Steam Achievements, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Family Sharing",0.7174638487208009,0.7769712745198274,150000.0,4
1157560,Arcane Showdown - Battle Arena,Big Huge Games Inc,Big Huge Games Inc,,265,106,"50,000 .. 100,000",187,0,187,0,0,"Free to Play, Strategy",,0.0,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Family Sharing",0.7142857142857143,0.7779866239610387,75000.0,2
1161160,talesshop puzzle 테일즈샵 퍼즐,"TALESSHOP Co., Ltd.","TALESSHOP Co., Ltd.",,291,20,"20,000 .. 50,000",90,0,90,0,0,"Casual, Indie, Free to Play",,0.0,"Single-player, Steam Achievements, Steam Cloud",0.9356913183279743,0.7804317862449753,35000.0,5
1186740,Kyle is Famous: Complete Edition,John Szymanski,John Szymanski,,1217,110,"100,000 .. 200,000",33,0,33,0,0,"Adventure, Casual, Indie, Simulation",USD,9.99,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0.9171062547098718,0.7847610878961935,150000.0,4
252730,YOU DON'T KNOW JACK Vol. 1 XL,"Jackbox Games, Inc.","Jackbox Games, Inc.",,154,47,"20,000 .. 50,000",48,0,71,0,1,"Casual, Indie, Strategy",USD,2.99,"Single-player, Multi-player, Family Sharing",0.7661691542288557,0.7787044588627335,35000.0,3
259960,YOU DON'T KNOW JACK Vol. 3,"Jackbox Games, Inc.","Jackbox Games, Inc.",,71,10,"0 .. 20,000",56,0,63,0,0,"Casual, Indie, Strategy",USD,2.99,"Single-player, Multi-player, Family Sharing",0.8765432098765432,0.7790585868832437,10000.0,2
259980,YOU DON'T KNOW JACK Vol. 4 The Ride,"Jackbox Games, Inc.","Jackbox Games, Inc.",,122,18,"20,000 .. 50,000",399,0,598,0,3,"Casual, Indie, Strategy",USD,2.99,"Single-player, Multi-player, Family Sharing",0.8714285714285714,0.779228979045141,35000.0,2
280560,Danmaku Unlimited 2,Doragon Entertainment,Doragon Entertainment,,419,31,"50,000 .. 100,000",0,0,0,0,0,"Action, Indie",USD,4.99,"Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",0.9311111111111111,0.7810854445262995,75000.0,5
448080,Fibbage XL,"Jackbox Games, Inc.","Jackbox Games, Inc.",,278,16,"50,000 .. 100,000",24,0,48,0,10,"Casual, Indie, Strategy",USD,9.99,"Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0.9455782312925171,0.780440785582966,75000.0,2
705040,HAWKEN REBORN,,,,0,0,"0 .. 20,000",36,0,36,0,0,,,0.0,"Single-player, Multi-player, Co-op, Online Co-op, In-App Purchases",,0.7787901224971441,10000.0,5
46570,Grotesque Tactics 2 – Dungeons and Donuts,Silent Dreams,Headup Publishing,,122,119,"50,000 .. 100,000",15,0,30,0,0,"Adventure, Indie, RPG, Strategy",USD,0.99,"Single-player, Family Sharing",0.5062240663900415,0.7765749356765572,75000.0,8
261720,Holy Avatar vs. Maidens of the Dead,Silent Dreams,Headup Publishing,,85,67,"50,000 .. 100,000",1,0,1,0,0,"Adventure, Casual, Indie, RPG, Strategy",USD,0.99,"Single-player, Steam Achievements, Family Sharing",0.5592105263157895,0.7776612041518243,75000.0,10
235070,Bad Bots,Point Five Projects,Digital Tribe,,144,114,"20,000 .. 50,000",46,0,46,0,0,"Action, Indie",USD,4.99,"Single-player, Steam Achievements, Full controller support, Family Sharing",0.5581395348837209,0.7768714650781212,35000.0,8
233370,The Raven - Legacy of a Master Thief,KING Art,THQ Nordic,,604,195,"200,000 .. 500,000",344,0,663,0,2,Adventure,,0.0,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.7559449311639549,0.7781859418039341,350000.0,8
736810,The Raven Remastered,KING Art,THQ Nordic,,268,57,"20,000 .. 50,000",0,0,0,0,2,Adventure,USD,19.99,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",0.8246153846153846,0.7792909421667004,35000.0,3
240660,Rain Blood Chronicles: Mirage,,Origo Games,,113,48,"0 .. 20,000",0,0,0,0,0,,USD,4.99,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Captions available, Partial Controller Support, Remote Play Together, Family Sharing",0.7018633540372671,0.7783713307267291,10000.0,1
237970,Memento Mori 2,Centauri Production,Bohemia Interactive,,90,35,"0 .. 20,000",1636,0,3221,0,0,"Adventure, Indie",USD,24.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.72,0.7785413295067111,10000.0,2
273860,Snowcat Simulator,United Independent Entertainment,United Independent Entertainment,,12,31,"20,000 .. 50,000",0,0,0,0,0,Simulation,USD,3.99,"Single-player, Multi-player, Steam Cloud, Family Sharing",0.27906976744186046,0.7780606203305205,35000.0,3
300910,Monster Challenge Circus,Freegamer,Strategy First,,7,25,"0 .. 20,000",0,0,0,0,0,Action,USD,4.99,"Single-player, Family Sharing",0.21875,0.7781814797863512,10000.0,2
